OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2019-034B","EUTELSAT 7C","44334","EUTE","1436.15","0.30","41307","30269","LARGE","0","2019-06-20",""
"2019-034A","AT&T T-16","44333","US","1435.98","0.04","35788","35780","LARGE","0","2019-06-20",""
"1998-067QH","SPOOQY1","44332","SING","92.70","51.64","411","402","SMALL","0","1998-11-20",""
"1998-067QG","UGUISU","44331","JPN","92.70","51.64","412","402","SMALL","0","1998-11-20",""
"1998-067QF","RAAVANA1","44330","LKA","92.70","51.64","412","402","SMALL","0","1998-11-20",""
"1998-067QE","NEPALISAT1","44329","NPL","92.70","51.64","412","402","SMALL","0","1998-11-20",""
"2019-032M","CZ-11 DEB","44325","PRC","91.92","44.91","480","258","SMALL","0","2019-06-05",""
"2019-033C","RCM-2","44324","CA","96.48","97.76","591","589","LARGE","0","2019-06-12",""
"2019-033B","RCM-3","44323","CA","96.48","97.76","591","589","LARGE","0","2019-06-12",""
"2019-033A","RCM-1","44322","CA","96.48","97.76","591","589","LARGE","0","2019-06-12",""
"1981-038G","TITAN 34B DEB","44321","US","440.56","63.17","25025","577","","0","1981-04-24",""
"2019-032L","CZ-11 DEB","44320","PRC","91.11","44.90","409","250","SMALL","0","2019-06-05",""
"2019-032K","CZ-11 DEB","44319","PRC","91.62","44.89","523","184","SMALL","0","2019-06-05",""
"2019-032J","CZ-11 DEB","44318","PRC","91.84","44.90","473","257","SMALL","0","2019-06-05",""
"2019-032H","CZ-11 R/B","44317","PRC","93.26","44.92","600","268","LARGE","0","2019-06-05",""
"2019-032G","OBJECT G","44316","PRC","96.07","44.99","583","558","MEDIUM","0","2019-06-05",""
"2019-032F","OBJECT F","44315","PRC","95.93","44.99","576","551","MEDIUM","0","2019-06-05",""
"2019-032E","OBJECT E","44314","PRC","95.96","44.99","576","554","MEDIUM","0","2019-06-05",""
"2019-032D","OBJECT D","44313","PRC","95.96","45.00","576","554","SMALL","0","2019-06-05",""
"2019-032C","OBJECT C","44312","PRC","95.96","44.99","576","554","MEDIUM","0","2019-06-05",""
"2019-032B","OBJECT B","44311","PRC","95.97","44.98","576","555","MEDIUM","0","2019-06-05",""
"2019-032A","OBJECT A","44310","PRC","96.07","44.99","580","561","MEDIUM","0","2019-06-05",""
"2019-031C","BREEZE-M DEB (TANK)","44309","CIS","318.86","49.47","17841","324","LARGE","0","2019-05-30",""
"2019-031B","BREEZE-M R/B","44308","CIS","718.02","18.15","34496","5871","","0","2019-05-30",""
"2019-031A","YAMAL 601","44307","CIS","1436.06","0.00","35793","35778","","0","2019-05-30",""
"1998-067QD","ISS DEB","44306","CIS","92.77","51.64","416","405","MEDIUM","0","1998-11-20",""
"1998-067QC","ISS DEB","44305","CIS","92.61","51.64","406","399","MEDIUM","0","1998-11-20",""
"1998-067QB","ISS DEB","44304","CIS","92.66","51.64","409","400","MEDIUM","0","1998-11-20",""
"1998-067QA","ISS DEB","44303","CIS","92.76","51.64","414","406","MEDIUM","0","1998-11-20",""
"1991-076P","USA 76 DEB","44302","US","260.67","63.34","11641","2637","","0","1991-11-08",""
"1987-043J","USA 22 DEB","44301","US","101.40","63.29","1288","362","SMALL","0","1987-05-15",""
"2019-030B","FREGAT R/B","44300","CIS","688.90","64.73","19696","19225","LARGE","0","2019-05-27",""
"2019-030A","COSMOS 2534 (GLONASS)","44299","CIS","675.73","64.73","19169","19091","LARGE","0","2019-05-27",""
"2019-029BR","FALCON 9 DEB","44298","US","93.27","53.00","438","431","MEDIUM","0","2019-05-24",""
"2019-029BQ","FALCON 9 DEB","44297","US","93.27","53.00","438","431","MEDIUM","0","2019-05-24",""
"2019-029BP","FALCON 9 DEB","44296","US","93.34","53.00","445","431","MEDIUM","0","2019-05-24",""
"2019-029BN","FALCON 9 DEB","44295","US","93.34","53.00","445","431","MEDIUM","0","2019-05-24",""
"2019-029BM","STARLINK-53","44294","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029BL","STARLINK-74","44293","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029BK","STARLINK-81","44292","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029BJ","STARLINK-77","44291","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029BH","STARLINK-78","44290","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029BG","STARLINK-48","44289","US","94.77","53.00","509","506","LARGE","0","2019-05-24",""
"2019-029BF","STARLINK-79","44288","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029BE","STARLINK-76","44287","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029BD","STARLINK-75","44286","US","95.48","53.00","544","540","LARGE","0","2019-05-24",""
"2019-029BC","STARLINK-50","44285","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029BB","STARLINK-73","44284","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029BA","STARLINK-56","44283","US","95.65","53.00","550","550","MEDIUM","0","2019-05-24",""
"2019-029AZ","STARLINK-80","44282","US","94.53","53.02","497","495","LARGE","0","2019-05-24",""
"2019-029AY","STARLINK-70","44281","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AX","STARLINK-38","44280","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AW","STARLINK-68","44279","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AV","STARLINK-67","44278","US","90.97","53.00","341","304","LARGE","0","2019-05-24",""
"2019-029AU","STARLINK-41","44277","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AT","STARLINK-65","44276","US","95.65","53.00","550","549","LARGE","0","2019-05-24",""
"2019-029AS","STARLINK-64","44275","US","95.64","53.00","551","548","LARGE","0","2019-05-24",""
"2019-029AR","STARLINK-62","44274","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AQ","STARLINK-60","44273","US","93.12","53.00","432","423","LARGE","0","2019-05-24",""
"2019-029AP","STARLINK-51","44272","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AN","STARLINK-59","44271","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AM","STARLINK-58","44270","US","95.64","53.00","551","549","MEDIUM","0","2019-05-24",""
"2019-029AL","STARLINK-57","44269","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AK","STARLINK-55","44268","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AJ","STARLINK-69","44267","US","95.64","53.00","551","548","LARGE","0","2019-05-24",""
"2019-029AH","STARLINK-54","44266","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AG","STARLINK-63","44265","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AF","STARLINK-35","44264","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AE","STARLINK-72","44263","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AD","STARLINK-49","44262","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029AC","STARLINK-44","44261","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029AB","STARLINK-45","44260","US","95.65","53.01","550","550","LARGE","0","2019-05-24",""
"2019-029AA","STARLINK-52","44259","US","93.47","53.00","446","443","LARGE","0","2019-05-24",""
"2019-029Z","STARLINK-40","44258","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029Y","STARLINK-43","44257","US","94.22","53.00","482","480","LARGE","0","2019-05-24",""
"2019-029X","STARLINK-42","44256","US","95.64","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029W","STARLINK-66","44255","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029V","STARLINK-32","44254","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029U","STARLINK-39","44253","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029T","STARLINK-71","44252","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029S","STARLINK-37","44251","US","95.65","52.98","552","548","LARGE","0","2019-05-24",""
"2019-029R","STARLINK-36","44250","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029Q","STARLINK-61","44249","US","95.29","53.00","533","532","LARGE","0","2019-05-24",""
"2019-029P","STARLINK-34","44248","US","95.64","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029N","STARLINK-33","44247","US","95.65","53.00","551","548","LARGE","0","2019-05-24",""
"2019-029M","STARLINK-46","44246","US","92.10","53.00","396","359","LARGE","0","2019-05-24",""
"2019-029L","STARLINK-21","44245","US","95.65","53.00","552","548","LARGE","0","2019-05-24",""
"2019-029K","STARLINK-30","44244","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029J","STARLINK-29","44243","US","93.45","53.00","448","439","LARGE","0","2019-05-24",""
"2019-029H","STARLINK-28","44242","US","95.65","53.00","550","550","LARGE","0","2019-05-24",""
"2019-029G","STARLINK-27","44241","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029F","STARLINK-26","44240","US","95.65","53.01","551","549","LARGE","0","2019-05-24",""
"2019-029E","STARLINK-25","44239","US","95.65","53.01","552","549","LARGE","0","2019-05-24",""
"2019-029D","STARLINK-24","44238","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-029C","STARLINK-23","44237","US","95.65","53.00","550","549","LARGE","0","2019-05-24",""
"2019-029B","STARLINK-22","44236","US","95.78","53.00","558","554","LARGE","0","2019-05-24",""
"2019-029A","STARLINK-31","44235","US","95.65","53.00","551","549","LARGE","0","2019-05-24",""
"2019-028B","PSLV R/B","44234","IND","94.99","37.03","557","479","LARGE","0","2019-05-22",""
"2019-028A","RISAT 2B","44233","IND","95.73","37.00","557","551","LARGE","0","2019-05-22",""
"2019-027B","CZ-3C R/B","44232","PRC","601.49","19.61","34229","222","LARGE","0","2019-05-17",""
"2019-027A","BEIDOU 2 G8","44231","PRC","1436.09","1.54","35795","35778","LARGE","0","2019-05-17",""
"1976-050C","OPS 7837 DEB","44230","US","551.89","62.71","31655","164","","0","1976-06-02",""
"2019-026E","HARBINGER","44229","US","94.70","40.02","510","498","MEDIUM","0","2019-05-05",""
"2019-026C","ELECTRON KICK STAGE R/B","44227","US","94.65","40.03","509","495","MEDIUM","0","2019-05-05",""
"2019-026B","SPARC-1","44226","US","94.64","40.02","509","493","MEDIUM","0","2019-05-05",""
"2019-026A","AFOTEC-1","44225","US","94.71","40.02","510","500","SMALL","0","2019-05-05",""
"2019-006CX","MICROSAT-R DEB","44221","IND","87.96","96.82","189","158","SMALL","0","2019-01-24",""
"2019-006CW","MICROSAT-R DEB","44220","IND","90.99","96.68","401","245","SMALL","0","2019-01-24",""
"2019-006CT","MICROSAT-R DEB","44217","IND","91.99","96.14","476","268","SMALL","0","2019-01-24",""
"2019-006CS","MICROSAT-R DEB","44216","IND","91.71","95.93","479","238","SMALL","0","2019-01-24",""
"2019-024G","CZ-4C DEB","44213","PRC","94.65","97.37","517","486","SMALL","0","2019-04-29",""
"2019-024F","CZ-4C DEB","44212","PRC","94.74","97.46","513","498","SMALL","0","2019-04-29",""
"2019-024E","CZ-4C DEB","44211","PRC","94.75","97.46","522","492","SMALL","0","2019-04-29",""
"2019-024D","CZ-4C R/B","44210","PRC","91.84","97.52","461","269","LARGE","0","2019-04-29",""
"2019-024C","TIANHUI 2-01B","44209","PRC","94.94","97.45","517","515","LARGE","0","2019-04-29",""
"2019-024B","CZ-4C DEB","44208","PRC","94.82","97.45","519","501","LARGE","0","2019-04-29",""
"2019-024A","TIANHUI 2-01A","44207","PRC","94.94","97.45","517","515","LARGE","0","2019-04-29",""
"2019-023B","CZ-3B R/B","44205","PRC","589.79","28.70","33629","208","LARGE","0","2019-04-20",""
"2019-023A","BEIDOU 3 IGSO-1","44204","PRC","1436.40","55.15","35873","35712","LARGE","0","2019-04-20",""
"2019-006CP","MICROSAT-R DEB","44203","IND","92.86","96.12","558","271","SMALL","0","2019-01-24",""
"2019-006CK","MICROSAT-R DEB","44199","IND","92.24","96.62","511","258","SMALL","0","2019-01-24",""
"2019-006CG","MICROSAT-R DEB","44196","IND","92.17","95.08","524","238","SMALL","0","2019-01-24",""
"2019-022A","CYGNUS NG-11","44188","US","93.92","51.63","470","462","LARGE","0","2019-04-17",""
"2019-021B","FALCON 9 R/B","44187","US","1927.09","22.89","89509","329","LARGE","0","2019-04-11",""
"2019-021A","ARABSAT 6A","44186","AB","1435.92","0.06","35804","35762","","0","2019-04-11",""
"2019-006BS","MICROSAT-R DEB","44179","IND","91.34","96.11","419","262","SMALL","0","2019-01-24",""
"2019-006BD","MICROSAT-R DEB","44166","IND","101.28","95.67","1362","277","SMALL","0","2019-01-24",""
"2019-006BB","MICROSAT-R DEB","44164","IND","93.07","96.64","585","264","SMALL","0","2019-01-24",""
"2019-006AX","MICROSAT-R DEB","44160","IND","101.61","95.29","1397","274","SMALL","0","2019-01-24",""
"2019-006AU","MICROSAT-R DEB","44157","IND","97.06","95.38","984","251","SMALL","0","2019-01-24",""
"2019-006AR","MICROSAT-R DEB","44154","IND","103.96","96.68","1614","278","SMALL","0","2019-01-24",""
"2019-006AJ","MICROSAT-R DEB","44147","IND","98.59","95.73","1115","268","SMALL","0","2019-01-24",""
"2019-006AD","MICROSAT-R DEB","44142","IND","94.40","96.54","717","263","SMALL","0","2019-01-24",""
"2019-006V","MICROSAT-R DEB","44134","IND","98.83","96.06","1128","278","SMALL","0","2019-01-24",""
"2019-006U","MICROSAT-R DEB","44133","IND","91.41","96.46","436","251","SMALL","0","2019-01-24",""
"2019-006R","MICROSAT-R DEB","44130","IND","91.14","96.30","404","257","SMALL","0","2019-01-24",""
"2019-006C","MICROSAT-R DEB","44117","IND","96.43","95.27","908","267","SMALL","0","2019-01-24",""
"2019-020E","FREGAT R/B","44116","CIS","276.38","0.09","7687","7667","","0","2019-04-04",""
"2019-020D","O3B FM18","44115","O3B","287.93","0.05","8070","8062","LARGE","0","2019-04-04",""
"2019-020C","O3B FM17","44114","O3B","287.93","0.05","8070","8062","LARGE","0","2019-04-04",""
"2019-020B","O3B FM19","44113","O3B","287.93","0.04","8070","8061","LARGE","0","2019-04-04",""
"2019-020A","O3B FM20","44112","O3B","287.93","0.05","8069","8062","LARGE","0","2019-04-04",""
"2019-018AF","M6P","44109","LTU","94.12","97.50","517","434","SMALL","0","2019-04-01",""
"2019-018AE","FLOCK 4A 12","44108","US","94.60","97.45","506","492","SMALL","0","2019-04-01",""
"2014-055CC","ATLAS 5 CENTAUR DEB","44107","US","819.00","22.51","36105","9132","","0","2014-09-17",""
"2014-055CB","ATLAS 5 CENTAUR DEB","44106","US","778.42","22.34","35179","8127","SMALL","0","2014-09-17",""
"2019-018AD","BLUEWALKER 1","44105","LTU","94.06","97.51","513","433","SMALL","0","2019-04-01",""
"2019-018AC","PSLV R/B","44104","IND","94.08","97.50","514","434","LARGE","0","2019-04-01",""
"2019-018AB","AISTECHSAT-3","44103","SPN","94.56","97.44","506","489","SMALL","0","2019-04-01",""
"2019-018AA","FLOCK 4A 13","44102","US","94.58","97.44","506","491","SMALL","0","2019-04-01",""
"2019-018Z","FLOCK 4A 14","44101","US","94.57","97.44","506","490","SMALL","0","2019-04-01",""
"2019-018Y","FLOCK 4A 15","44100","US","94.58","97.44","506","491","MEDIUM","0","2019-04-01",""
"2019-018X","FLOCK 4A 16","44099","US","94.58","97.44","506","491","SMALL","0","2019-04-01",""
"2019-018W","FLOCK 4A 9","44098","US","94.59","97.44","506","491","SMALL","0","2019-04-01",""
"2019-018V","FLOCK 4A 10","44097","US","94.59","97.44","506","491","SMALL","0","2019-04-01",""
"2019-018U","FLOCK 4A 11","44096","US","94.59","97.44","506","491","SMALL","0","2019-04-01",""
"2019-018T","FLOCK 4A 5","44095","US","94.59","97.44","506","492","SMALL","0","2019-04-01",""
"2019-018S","FLOCK 4A 6","44094","US","94.60","97.44","506","492","SMALL","0","2019-04-01",""
"2019-018R","FLOCK 4A 7","44093","US","94.60","97.44","506","492","SMALL","0","2019-04-01",""
"2019-018Q","FLOCK 4A 8","44092","US","94.59","97.44","506","492","SMALL","0","2019-04-01",""
"2019-018P","FLOCK 4A 20","44091","US","94.60","97.44","508","491","SMALL","0","2019-04-01",""
"2019-018N","FLOCK 4A 19","44090","US","94.60","97.44","508","491","SMALL","0","2019-04-01",""
"2019-018M","FLOCK 4A 18","44089","US","94.61","97.44","508","491","MEDIUM","0","2019-04-01",""
"2019-018L","FLOCK 4A 17","44088","US","94.61","97.44","508","491","SMALL","0","2019-04-01",""
"2019-018K","LEMUR-2 VICTOR-ANDREW","44087","US","94.60","97.44","507","491","SMALL","0","2019-04-01",""
"2019-018J","LEMUR-2 ELHAM","44086","US","94.60","97.44","508","491","SMALL","0","2019-04-01",""
"2019-018H","LEMUR-2 BEAUDACIOUS","44085","US","94.61","97.44","508","491","SMALL","0","2019-04-01",""
"2019-018G","LEMUR-2 JOHANLORAN","44084","US","94.61","97.44","508","491","SMALL","0","2019-04-01",""
"2019-018F","ASTROCAST-02","44083","SWTZ","94.64","97.46","510","493","MEDIUM","0","2019-04-01",""
"2019-018E","FLOCK 4A 4","44082","US","94.62","97.44","509","492","SMALL","0","2019-04-01",""
"2019-018D","FLOCK 4A 3","44081","US","94.63","97.44","509","492","SMALL","0","2019-04-01",""
"2019-018C","FLOCK 4A 2","44080","US","94.63","97.44","509","493","SMALL","0","2019-04-01",""
"2019-018B","FLOCK 4A 1","44079","US","94.63","97.44","508","493","SMALL","0","2019-04-01",""
"2019-018A","EMISAT","44078","IND","99.74","98.36","760","733","LARGE","0","2019-04-01",""
"2019-017B","CZ-3B R/B","44077","PRC","597.53","27.28","34038","206","LARGE","0","2019-03-31",""
"2019-017A","TIANLIAN 2-01","44076","PRC","1436.09","2.58","35924","35648","LARGE","0","2019-03-31",""
"2019-016B","ELECTRON KICK STAGE R/B","44074","US","92.90","39.51","425","408","MEDIUM","0","2019-03-28",""
"2019-016A","R3D2","44073","US","93.03","39.52","427","419","LARGE","0","2019-03-28",""
"2019-015A","PRISMA","44072","IT","97.06","97.89","619","617","LARGE","0","2019-03-22",""
"2019-014A","WGS 10 (USA 291)","44071","US","1437.35","0.07","35815","35807","LARGE","0","2019-03-16",""
"2019-012B","CZ-3B R/B","44068","PRC","692.81","24.83","38910","206","LARGE","0","2019-03-09",""
"2019-012A","CHINASAT 6C","44067","PRC","1436.14","0.05","35802","35773","LARGE","0","2019-03-09",""
"2019-009E","S5 DEB","44066","US","1454.73","0.44","36205","36096","LARGE","0","2019-02-22",""
"2019-009D","S5","44065","US","1449.66","0.44","36068","36036","","0","2019-02-22",""
"2019-011B","CREW DRAGON DEMO-1 DEB","44064","US","92.33","51.64","392","386","LARGE","0","2019-03-02",""
"2019-010F","ONEWEB-0011","44062","UK","109.48","87.91","1204","1201","MEDIUM","0","2019-02-27",""
"2019-010E","ONEWEB-0006","44061","UK","109.48","87.91","1204","1201","MEDIUM","0","2019-02-27",""
"2019-010D","ONEWEB-0007","44060","UK","109.48","87.91","1204","1201","MEDIUM","0","2019-02-27",""
"2019-010C","ONEWEB-0008","44059","UK","109.48","87.91","1204","1201","LARGE","0","2019-02-27",""
"2019-010B","ONEWEB-0010","44058","UK","109.48","87.91","1204","1201","LARGE","0","2019-02-27",""
"2019-010A","ONEWEB-0012","44057","UK","109.48","87.91","1204","1201","LARGE","0","2019-02-27",""
"1989-061BV","USA 40 R/B DEB","44056","US","165.04","57.03","6586","591","SMALL","0","1989-08-08",""
"1989-061BU","USA 40 R/B DEB","44055","US","152.93","57.02","5730","461","SMALL","0","1989-08-08",""
"2018-084Q","H-2A DEB","44054","JPN","94.90","97.82","535","492","SMALL","0","2018-10-29",""
"2018-084N","H-2A DEB","44052","JPN","95.30","97.79","544","522","MEDIUM","0","2018-10-29",""
"2018-084M","H-2A DEB","44051","JPN","94.78","97.83","530","486","MEDIUM","0","2018-10-29",""
"2019-009C","FALCON 9 R/B","44050","US","1330.79","26.72","67164","235","LARGE","0","2019-02-22",""
"2019-009B","BERESHEET","44049","ISRA","","","","","LARGE","0","2019-02-22","LUNAR IMPACT"
"2019-009A","NUSANTARA SATU","44048","INDO","1436.13","0.01","35797","35777","LARGE","0","2019-02-22",""
"2019-008A","EGYPTSAT A","44047","EGYP","97.80","98.01","655","652","LARGE","0","2019-02-21",""
"2018-092F","OBJECT F","44045","TBD","93.79","51.65","468","451","SMALL","0","2018-11-17",""
"2018-092E","CHEFSAT-2","44044","US","93.76","51.64","466","450","SMALL","0","2018-11-17",""
